TF_NAME	SYNONYM	DNA_BINDING	ENCODE_TF_NAME	JASPAR_TF_NAME	PFM_ID	VERSION	JASPAR_ID	COLLECTION	CELL_LINE	DATA_SET
ELK1	NA	yes	ELK1	ELK1	MA0028	2	11094	CORE	HeLa-S3	ENCSR000ECI
ELK1	NA	yes	ELK1	ELK1	MA0028	2	11094	CORE	K562	ENCSR000EFU
ELK1	NA	yes	EGFP-ELK1	ELK1	MA0028	2	11094	CORE	K562	ENCSR338QAC
ELK1	NA	yes	ELK1	ELK1	MA0028	2	11094	CORE	MCF-7	ENCSR382WLL
ELK1	NA	yes	ELK1	ELK1	MA0028	2	11094	CORE	A549	ENCSR623KNM
ELK4	SAP1	yes	ELK4	ELK4	MA0076	2	10654	CORE	HEK293	ENCSR000EVB
ELK4	SAP1	yes	ELK4	ELK4	MA0076	2	10654	CORE	HeLa-S3	ENCSR000EVI
ESR1	ER|ESR|ESRA|ERA|NR3A1	yes	ESR1	ESR1	MA0112	3	10917	CORE	Ishikawa	ENCSR000BIY
ESR1	ER|ESR|ESRA|ERA|NR3A1	yes	ESR1	ESR1	MA0112	3	10917	CORE	Ishikawa	ENCSR000BIZ
ESR1	ER|ESR|ESRA|ERA|NR3A1	yes	ESR1	ESR1	MA0112	3	10917	CORE	T47D	ENCSR000BJS
ESR1	ER|ESR|ESRA|ERA|NR3A1	yes	ESR1	ESR1	MA0112	3	10917	CORE	Ishikawa	ENCSR000BKL
ESR1	ER|ESR|ESRA|ERA|NR3A1	yes	ESR1	ESR1	MA0112	3	10917	CORE	T47D	ENCSR000BKN
ESR1	ER|ESR|ESRA|ERA|NR3A1	yes	ESR1	ESR1	MA0112	3	10917	CORE	T47D	ENCSR000BLL
ESR1	ER|ESR|ESRA|ERA|NR3A1	yes	ESR1	ESR1	MA0112	3	10917	CORE	T47D	ENCSR000BQD
ESR1	ER|ESR|ESRA|ERA|NR3A1	yes	ESR1	ESR1	MA0112	3	10917	CORE	Ishikawa	ENCSR000BQR
ESRRA	ERR1|ERRA|ERRALPHA|ESRL1|NR3B1	yes	ESRRA	ESRRA	MA0592	2	10919	CORE	GM12878	ENCSR000DYQ
ESRRA	ERR1|ERRA|ERRALPHA|ESRL1|NR3B1	yes	ESRRA	ESRRA	MA0592	2	10919	CORE	HepG2	ENCSR000EEW
ESRRA	ERR1|ERRA|ERRALPHA|ESRL1|NR3B1	yes	ESRRA	ESRRA	MA0592	2	10919	CORE	A549	ENCSR473SUA
ESRRA	ERR1|ERRA|ERRALPHA|ESRL1|NR3B1	yes	ESRRA	ESRRA	MA0592	2	10919	CORE	K562	ENCSR486IFJ
ESRRA	ERR1|ERRA|ERRALPHA|ESRL1|NR3B1	yes	ESRRA	ESRRA	MA0592	2	10919	CORE	MCF-7	ENCSR954WVZ
ETS1	ETS-1|EWSR2	yes	ETS1	ETS1	MA0098	3	10962	CORE	GM12878	ENCSR000BKA
ETS1	ETS-1|EWSR2	yes	ETS1	ETS1	MA0098	3	10962	CORE	K562	ENCSR000BKQ
ETS1	ETS-1|EWSR2	yes	ETS1	ETS1	MA0098	3	10962	CORE	A549	ENCSR000BPU
ETS1	ETS-1|EWSR2	yes	ETS1	ETS1	MA0098	3	10962	CORE	induced	ENCSR534VHI
ETV1	ER81	yes	EGFP-ETV1	ETV1	MA0761	1	10963	CORE	K562	ENCSR277DMR
ETV4	E1A-F|E1AF|PEA3|PEAS3	yes	ETV4	ETV4	MA0764	1	10966	CORE	HepG2	ENCSR714YZG
ETV6	TEL|TEL/ABL	yes	ETV6	ETV6	MA0645	1	10814	CORE	K562	ENCSR000FCE
ETV6	TEL|TEL/ABL	yes	ETV6	ETV6	MA0645	1	10814	CORE	K562	ENCSR124BJR
ETV6	TEL|TEL/ABL	yes	ETV6	ETV6	MA0645	1	10814	CORE	GM12878	ENCSR597VGC
ETV6	TEL|TEL/ABL	yes	ETV6	ETV6	MA0645	1	10814	CORE	GM12878	ENCSR626VUC
FOS	AP-1|C-FOS|P55	yes	EGFP-FOS	FOS	MA0476	1	10596	CORE	K562	ENCSR000DKB
FOS	AP-1|C-FOS|P55	yes	FOS	FOS	MA0476	1	10596	CORE	MCF	ENCSR000DON
FOS	AP-1|C-FOS|P55	yes	FOS	FOS	MA0476	1	10596	CORE	MCF	ENCSR000DOO
FOS	AP-1|C-FOS|P55	yes	FOS	FOS	MA0476	1	10596	CORE	MCF	ENCSR000DOP
FOS	AP-1|C-FOS|P55	yes	FOS	FOS	MA0476	1	10596	CORE	MCF	ENCSR000DOT
FOS	AP-1|C-FOS|P55	yes	FOS	FOS	MA0476	1	10596	CORE	endothelial	ENCSR000EVU
FOS	AP-1|C-FOS|P55	yes	FOS	FOS	MA0476	1	10596	CORE	GM12878	ENCSR000EYZ
FOS	AP-1|C-FOS|P55	yes	FOS	FOS	MA0476	1	10596	CORE	HeLa-S3	ENCSR000EZE
FOS	AP-1|C-FOS|P55	yes	FOS	FOS	MA0476	1	10596	CORE	K562	ENCSR000FAI
FOS	AP-1|C-FOS|P55	yes	FOS	FOS	MA0476	1	10596	CORE	HepG2	ENCSR177HDZ
FOSL1	FRA|FRA1|FRA-1	yes	FOSL1	FOSL1	MA0477	1	10597	CORE	K562	ENCSR000BMV
FOSL1	FRA|FRA1|FRA-1	yes	FOSL1	FOSL1	MA0477	1	10597	CORE	H1-hESC	ENCSR000BNS
FOSL1	FRA|FRA1|FRA-1	yes	FOSL1	FOSL1	MA0477	1	10597	CORE	HCT116	ENCSR000BTE
FOSL1	FRA|FRA1|FRA-1	yes	EGFP-FOSL1	FOSL1	MA0477	1	10597	CORE	K562	ENCSR239ZLZ
FOSL2	FRA2	yes	FOSL2	FOSL2	MA0478	1	10598	CORE	HepG2	ENCSR000BHP
FOSL2	FRA2	yes	FOSL2	FOSL2	MA0478	1	10598	CORE	A549	ENCSR000BQO
FOSL2	FRA2	yes	FOSL2	FOSL2	MA0478	1	10598	CORE	MCF-7	ENCSR000BUI
FOSL2	FRA2	yes	FOSL2	FOSL2	MA0478	1	10598	CORE	SK-N-SH	ENCSR000BVB
FOSL2	FRA2	yes	EGFP-FOSL2	FOSL2	MA0478	1	10598	CORE	MCF-7	ENCSR546KCN
FOXA1	HNF3A|TCF3A	yes	FOXA1	FOXA1	MA0148	3	10657	CORE	Ishikawa	ENCSR000BKW
FOXA1	HNF3A|TCF3A	yes	FOXA1	FOXA1	MA0148	3	10657	CORE	T47D	ENCSR000BKY
FOXA1	HNF3A|TCF3A	yes	FOXA1	FOXA1	MA0148	3	10657	CORE	HepG2	ENCSR000BLE
FOXA1	HNF3A|TCF3A	yes	FOXA1	FOXA1	MA0148	3	10657	CORE	HepG2	ENCSR000BMO
FOXA1	HNF3A|TCF3A	yes	FOXA1	FOXA1	MA0148	3	10657	CORE	A549	ENCSR000BPX
FOXA1	HNF3A|TCF3A	yes	FOXA1	FOXA1	MA0148	3	10657	CORE	A549	ENCSR000BRD
FOXA2	HNF3B|TCF3B	yes	FOXA2	FOXA2	MA0047	2	9385	CORE	HepG2	ENCSR000BNI
FOXA2	HNF3B|TCF3B	yes	FOXA2	FOXA2	MA0047	2	9385	CORE	A549	ENCSR000BRE
FOXJ2	FHX	yes	EGFP-FOXJ2	FOXJ2	MA0614	1	10777	CORE	K562	ENCSR847LBF
FOXK2	ILF|ILF-1|ILF1	yes	FOXK2	FOXK2	MA1103	1	TODO	CORE	HepG2	ENCSR171FUX
FOXK2	ILF|ILF-1|ILF1	yes	FOXK2	FOXK2	MA1103	1	TODO	CORE	K562	ENCSR302AWT
FOXK2	ILF|ILF-1|ILF1	yes	FOXK2	FOXK2	MA1103	1	TODO	CORE	MCF-7	ENCSR465VLK
FOXK2	ILF|ILF-1|ILF1	yes	FOXK2	FOXK2	MA1103	1	TODO	CORE	K562	ENCSR508DQA
FOXP2	CAGH44|SPCH1|TNRC10	yes	FOXP2	FOXP2	MA0593	1	10755	CORE	PFSK-1	ENCSR000BGA
FOXP2	CAGH44|SPCH1|TNRC10	yes	FOXP2	FOXP2	MA0593	1	10755	CORE	SK-N-MC	ENCSR000BGB
GABPA	E4TF1-60|E4TF1A|NFT2|NRF2|NRF2A|RCH04A07	yes	GABPA	GABPA	MA0062	2	9378	CORE	GM12878	ENCSR000BGC
GABPA	E4TF1-60|E4TF1A|NFT2|NRF2|NRF2A|RCH04A07	yes	GABPA	GABPA	MA0062	2	9378	CORE	HeLa-S3	ENCSR000BHS
GABPA	E4TF1-60|E4TF1A|NFT2|NRF2|NRF2A|RCH04A07	yes	GABPA	GABPA	MA0062	2	9378	CORE	H1-hESC	ENCSR000BIW
GABPA	E4TF1-60|E4TF1A|NFT2|NRF2|NRF2A|RCH04A07	yes	GABPA	GABPA	MA0062	2	9378	CORE	HepG2	ENCSR000BJK
GABPA	E4TF1-60|E4TF1A|NFT2|NRF2|NRF2A|RCH04A07	yes	GABPA	GABPA	MA0062	2	9378	CORE	K562	ENCSR000BLO
GABPA	E4TF1-60|E4TF1A|NFT2|NRF2|NRF2A|RCH04A07	yes	GABPA	GABPA	MA0062	2	9378	CORE	A549	ENCSR000BPY
GABPA	E4TF1-60|E4TF1A|NFT2|NRF2|NRF2A|RCH04A07	yes	GABPA	GABPA	MA0062	2	9378	CORE	SK-N-SH	ENCSR000BTG
GABPA	E4TF1-60|E4TF1A|NFT2|NRF2|NRF2A|RCH04A07	yes	GABPA	GABPA	MA0062	2	9378	CORE	HL-60	ENCSR000BTK
GABPA	E4TF1-60|E4TF1A|NFT2|NRF2|NRF2A|RCH04A07	yes	GABPA	GABPA	MA0062	2	9378	CORE	MCF-7	ENCSR000BUK
GABPA	E4TF1-60|E4TF1A|NFT2|NRF2|NRF2A|RCH04A07	yes	EGFP-GABPA	GABPA	MA0062	2	9378	CORE	MCF-7	ENCSR038RXU
GABPA	E4TF1-60|E4TF1A|NFT2|NRF2|NRF2A|RCH04A07	yes	EGFP-GABPA	GABPA	MA0062	2	9378	CORE	K562	ENCSR290MUH
GABPA	E4TF1-60|E4TF1A|NFT2|NRF2|NRF2A|RCH04A07	yes	GABPA	GABPA	MA0062	2	9378	CORE	GM12878	ENCSR331HPA
GATA1	ERYF1|GATA-1|GF-1|GF1|NFE1|XLANP|XLTDA|XLTT	yes	GATA1	GATA1	MA0035	3	10658	CORE	K562	ENCSR000EFT
GATA1	ERYF1|GATA-1|GF-1|GF1|NFE1|XLANP|XLTDA|XLTT	yes	GATA1	GATA1	MA0035	3	10658	CORE	K562	ENCSR000EWM
GATA1	ERYF1|GATA-1|GF-1|GF1|NFE1|XLANP|XLTDA|XLTT	yes	GATA1	GATA1	MA0035	3	10658	CORE	erythroblast	ENCSR000EXP
GATA1	ERYF1|GATA-1|GF-1|GF1|NFE1|XLANP|XLTDA|XLTT	yes	GATA1	GATA1	MA0035	3	10658	CORE	erythroblast	ENCSR000EXR
GATA2	DCML|MONOMAC|NFE1B	yes	GATA2	GATA2	MA0036	3	10659	CORE	K562	ENCSR000BKM
GATA2	DCML|MONOMAC|NFE1B	yes	EGFP-GATA2	GATA2	MA0036	3	10659	CORE	K562	ENCSR000DKA
GATA2	DCML|MONOMAC|NFE1B	yes	GATA2	GATA2	MA0036	3	10659	CORE	endothelial	ENCSR000EVW
GATA2	DCML|MONOMAC|NFE1B	yes	GATA2	GATA2	MA0036	3	10659	CORE	K562	ENCSR000EWG
GATA2	DCML|MONOMAC|NFE1B	yes	GATA2	GATA2	MA0036	3	10659	CORE	SH-SY5Y	ENCSR000EYB
GATA3	HDR|HDRS	yes	GATA3	GATA3	MA0037	3	10660	CORE	T47D	ENCSR000BMX
GATA3	HDR|HDRS	yes	GATA3	GATA3	MA0037	3	10660	CORE	MCF-7	ENCSR000BST
GATA3	HDR|HDRS	yes	GATA3	GATA3	MA0037	3	10660	CORE	SK-N-SH	ENCSR000BTH
GATA3	HDR|HDRS	yes	GATA3	GATA3	MA0037	3	10660	CORE	A549	ENCSR000BTI
GATA3	HDR|HDRS	yes	GATA3	GATA3	MA0037	3	10660	CORE	MCF-7	ENCSR000EWS
GATA3	HDR|HDRS	yes	GATA3	GATA3	MA0037	3	10660	CORE	MCF-7	ENCSR000EWV
GATA3	HDR|HDRS	yes	GATA3	GATA3	MA0037	3	10660	CORE	SH-SY5Y	ENCSR000EXZ
GATA4	ASD2|VSD1	yes	GATA4	GATA4	MA0482	1	10602	CORE	HepG2	ENCSR590CNM
GFI1B	NA	yes	GFI1B	GFI1B	MA0483	1	10603	CORE	K562	ENCSR509GDT
HINFP	HINF-P|MIZF|ZNF743	yes	EGFP-HINFP	HINFP	MA0131	2	10823	CORE	K562	ENCSR619GFP
HMBOX1	HNF1LA|PBHNF	yes	HMBOX1	HMBOX1	MA0895	1	11117	CORE	K562	ENCSR757IIU
HNF4A	HNF4|HNF4A7|HNF4A8|HNF4A9|HNF4ALPHA|MODY|MODY1|NR2A1|NR2A21|TCF|TCF14	yes	HNF4A	HNF4A	MA0114	3	10920	CORE	HepG2	ENCSR000BLF
HNF4A	HNF4|HNF4A7|HNF4A8|HNF4A9|HNF4ALPHA|MODY|MODY1|NR2A1|NR2A21|TCF|TCF14	yes	HNF4A	HNF4A	MA0114	3	10920	CORE	HepG2	ENCSR000EEU
HNF4G	NR2A2|NR2A3	yes	HNF4G	HNF4G	MA0484	1	10604	CORE	HepG2	ENCSR000BNJ
HSF1	HSTF1	yes	HSF1	HSF1	MA0486	2	10829	CORE	HepG2	ENCSR000EET
HSF1	HSTF1	yes	HSF1	HSF1	MA0486	2	10829	CORE	GM12878	ENCSR009MBP
HSF1	HSTF1	yes	HSF1	HSF1	MA0486	2	10829	CORE	MCF-7	ENCSR062HDL
IRF1	IRF-1|MAR	yes	IRF1	IRF1	MA0050	2	10662	CORE	K562	ENCSR000EGK
IRF1	IRF-1|MAR	yes	IRF1	IRF1	MA0050	2	10662	CORE	K562	ENCSR000EGL
IRF1	IRF-1|MAR	yes	IRF1	IRF1	MA0050	2	10662	CORE	K562	ENCSR000EGT
IRF1	IRF-1|MAR	yes	IRF1	IRF1	MA0050	2	10662	CORE	K562	ENCSR000EGU
IRF1	IRF-1|MAR	yes	EGFP-IRF1	IRF1	MA0050	2	10662	CORE	K562	ENCSR854MCV
IRF2	IRF-2	yes	IRF2	IRF2	MA0051	1	9279	CORE	K562	ENCSR376WCJ
IRF3	NA	yes	IRF3	IRF3	MA1418	1	TODO	CORE	GM12878	ENCSR000DZX
IRF3	NA	yes	IRF3	IRF3	MA1418	1	TODO	CORE	HeLa-S3	ENCSR000EDF
IRF3	NA	yes	IRF3	IRF3	MA1418	1	TODO	CORE	HepG2	ENCSR000EEJ
IRF3	NA	yes	IRF3	IRF3	MA1418	1	TODO	CORE	GM12878	ENCSR408JQO
IRF4	LSIRF|MUM1|NF-EM5	yes	IRF4	IRF4	MA1419	1	TODO	CORE	GM12878	ENCSR000BGY
IRF9	IRF-9|ISGF3|ISGF3G|P48	yes	EGFP-IRF9	IRF9	MA0653	1	10831	CORE	K562	ENCSR926KTP
JUN	AP-1|AP1|C-JUN	yes	JUN	JUN	MA0488	1	10608	CORE	H1-hESC	ENCSR000ECA
JUN	AP-1|AP1|C-JUN	yes	JUN	JUN(VAR.2)	MA0489	1	10609	CORE	H1-hESC	ENCSR000ECA
JUN	AP-1|AP1|C-JUN	yes	JUN	JUN	MA0488	1	10608	CORE	HeLa-S3	ENCSR000EDG
JUN	AP-1|AP1|C-JUN	yes	JUN	JUN(VAR.2)	MA0489	1	10609	CORE	HeLa-S3	ENCSR000EDG
JUN	AP-1|AP1|C-JUN	yes	JUN	JUN	MA0488	1	10608	CORE	HepG2	ENCSR000EEK
JUN	AP-1|AP1|C-JUN	yes	JUN	JUN(VAR.2)	MA0489	1	10609	CORE	HepG2	ENCSR000EEK
JUN	AP-1|AP1|C-JUN	yes	JUN	JUN	MA0488	1	10608	CORE	endothelial	ENCSR000EFA
JUN	AP-1|AP1|C-JUN	yes	JUN	JUN(VAR.2)	MA0489	1	10609	CORE	endothelial	ENCSR000EFA
JUN	AP-1|AP1|C-JUN	yes	JUN	JUN	MA0488	1	10608	CORE	K562	ENCSR000EFS
JUN	AP-1|AP1|C-JUN	yes	JUN	JUN(VAR.2)	MA0489	1	10609	CORE	K562	ENCSR000EFS
JUN	AP-1|AP1|C-JUN	yes	JUN	JUN	MA0488	1	10608	CORE	K562	ENCSR000EGH
JUN	AP-1|AP1|C-JUN	yes	JUN	JUN(VAR.2)	MA0489	1	10609	CORE	K562	ENCSR000EGH
JUN	AP-1|AP1|C-JUN	yes	JUN	JUN	MA0488	1	10608	CORE	K562	ENCSR000EZT
JUN	AP-1|AP1|C-JUN	yes	JUN	JUN(VAR.2)	MA0489	1	10609	CORE	K562	ENCSR000EZT
JUN	AP-1|AP1|C-JUN	yes	JUN	JUN	MA0488	1	10608	CORE	K562	ENCSR000EZW
JUN	AP-1|AP1|C-JUN	yes	JUN	JUN(VAR.2)	MA0489	1	10609	CORE	K562	ENCSR000EZW
JUN	AP-1|AP1|C-JUN	yes	JUN	JUN	MA0488	1	10608	CORE	K562	ENCSR000EZX
JUN	AP-1|AP1|C-JUN	yes	JUN	JUN(VAR.2)	MA0489	1	10609	CORE	K562	ENCSR000EZX
JUN	AP-1|AP1|C-JUN	yes	JUN	JUN	MA0488	1	10608	CORE	K562	ENCSR000FAH
JUN	AP-1|AP1|C-JUN	yes	JUN	JUN(VAR.2)	MA0489	1	10609	CORE	K562	ENCSR000FAH
JUN	AP-1|AP1|C-JUN	yes	JUN	JUN	MA0488	1	10608	CORE	MCF-7	ENCSR176EXN
JUN	AP-1|AP1|C-JUN	yes	JUN	JUN(VAR.2)	MA0489	1	10609	CORE	MCF-7	ENCSR176EXN
JUN	AP-1|AP1|C-JUN	yes	JUN	JUN(VAR.2)	MA0489	1	10609	CORE	A549	ENCSR996DUT
JUN	AP-1|AP1|C-JUN	yes	JUN	JUN	MA0488	1	10608	CORE	A549	ENCSR996DUT
JUNB	AP-1	yes	EGFP-JUNB	JUNB	MA0490	1	10610	CORE	K562	ENCSR000DJY
JUNB	AP-1	yes	JUNB	JUNB	MA0490	1	10610	CORE	K562	ENCSR795IYP
JUNB	AP-1	yes	JUNB	JUNB	MA0490	1	10610	CORE	GM12878	ENCSR897MMC
JUNB	AP-1	yes	JUNB	JUNB	MA0490	1	10610	CORE	induced	ENCSR917MAH
JUND	AP-1	yes	JUND	JUND	MA0491	1	10611	CORE	HepG2	ENCSR000BGK
JUND	AP-1	yes	JUND	JUND(VAR.2)	MA0492	1	10612	CORE	HepG2	ENCSR000BGK
JUND	AP-1	yes	JUND	JUND	MA0491	1	10611	CORE	H1-hESC	ENCSR000BKP
JUND	AP-1	yes	JUND	JUND(VAR.2)	MA0492	1	10612	CORE	H1-hESC	ENCSR000BKP
JUND	AP-1	yes	JUND	JUND(VAR.2)	MA0492	1	10612	CORE	A549	ENCSR000BRF
JUND	AP-1	yes	JUND	JUND	MA0491	1	10611	CORE	A549	ENCSR000BRF
JUND	AP-1	yes	JUND	JUND(VAR.2)	MA0492	1	10612	CORE	HCT116	ENCSR000BSA
JUND	AP-1	yes	JUND	JUND	MA0491	1	10611	CORE	HCT116	ENCSR000BSA
JUND	AP-1	yes	JUND	JUND(VAR.2)	MA0492	1	10612	CORE	SK-N-SH	ENCSR000BSK
JUND	AP-1	yes	JUND	JUND	MA0491	1	10611	CORE	SK-N-SH	ENCSR000BSK
JUND	AP-1	yes	JUND	JUND(VAR.2)	MA0492	1	10612	CORE	MCF-7	ENCSR000BSU
JUND	AP-1	yes	JUND	JUND	MA0491	1	10611	CORE	MCF-7	ENCSR000BSU
JUND	AP-1	yes	JUND	JUND	MA0491	1	10611	CORE	T47D	ENCSR000BVO
JUND	AP-1	yes	JUND	JUND(VAR.2)	MA0492	1	10612	CORE	T47D	ENCSR000BVO
JUND	AP-1	yes	EGFP-JUND	JUND	MA0491	1	10611	CORE	K562	ENCSR000DJX
JUND	AP-1	yes	EGFP-JUND	JUND(VAR.2)	MA0492	1	10612	CORE	K562	ENCSR000DJX
JUND	AP-1	yes	JUND	JUND	MA0491	1	10611	CORE	GM12878	ENCSR000DYS
JUND	AP-1	yes	JUND	JUND(VAR.2)	MA0492	1	10612	CORE	GM12878	ENCSR000DYS
JUND	AP-1	yes	JUND	JUND	MA0491	1	10611	CORE	H1-hESC	ENCSR000EBZ
JUND	AP-1	yes	JUND	JUND(VAR.2)	MA0492	1	10612	CORE	H1-hESC	ENCSR000EBZ
JUND	AP-1	yes	JUND	JUND	MA0491	1	10611	CORE	HeLa-S3	ENCSR000EDH
JUND	AP-1	yes	JUND	JUND(VAR.2)	MA0492	1	10612	CORE	HeLa-S3	ENCSR000EDH
JUND	AP-1	yes	JUND	JUND(VAR.2)	MA0492	1	10612	CORE	HepG2	ENCSR000EEI
JUND	AP-1	yes	JUND	JUND	MA0491	1	10611	CORE	HepG2	ENCSR000EEI
JUND	AP-1	yes	JUND	JUND	MA0491	1	10611	CORE	K562	ENCSR000EGN
JUND	AP-1	yes	JUND	JUND(VAR.2)	MA0492	1	10612	CORE	K562	ENCSR000EGN
JUND	AP-1	yes	JUND	JUND(VAR.2)	MA0492	1	10612	CORE	SK-N-SH	ENCSR000EIB
JUND	AP-1	yes	JUND	JUND	MA0491	1	10611	CORE	SK-N-SH	ENCSR000EIB
JUND	AP-1	yes	JUND	JUND	MA0491	1	10611	CORE	GM12878	ENCSR000EYV
JUND	AP-1	yes	JUND	JUND(VAR.2)	MA0492	1	10612	CORE	GM12878	ENCSR000EYV
KLF1	EKLF|HBFQTL6|INLU	yes	EGFP-KLF1	KLF1	MA0493	1	10613	CORE	K562	ENCSR550HCT
KLF13	BTEB3|FKLF2|NSLP1|RFLAT-1|RFLAT1	yes	EGFP-KLF13	KLF13	MA0657	1	10835	CORE	K562	ENCSR608HVP
KLF4	EZF|GKLF	yes	EGFP-KLF4	KLF4	MA0039	3	9380	CORE	MCF-7	ENCSR265WJC
KLF5	BTEB2|CKLF|IKLF	yes	KLF5	KLF5	MA0599	1	10761	CORE	GM12878	ENCSR974OFJ
KLF9	BTEB|BTEB1	yes	EGFP-KLF9	KLF9	MA1107	1	TODO	CORE	MCF-7	ENCSR125ZYC
MAFF	U-MAF|HMAFF	yes	MAFF	MAFF	MA0495	2	10615	CORE	HepG2	ENCSR000EEC
MAFF	U-MAF|HMAFF	yes	MAFF	MAFF	MA0495	2	10615	CORE	K562	ENCSR000EGI
MAFF	U-MAF|HMAFF	yes	MAFF	MAFF	MA0495	2	10615	CORE	HeLa-S3	ENCSR140DSL
MAFF	U-MAF|HMAFF	yes	MAFF	MAFF	MA0495	2	10615	CORE	GM12878	ENCSR237YZZ
MAFG	HMAF	yes	EGFP-MAFG	MAFG	MA0659	1	10837	CORE	K562	ENCSR818DQV
MAFK	NFE2U|P18	yes	MAFK	MAFK	MA0496	2	10616	CORE	GM12878	ENCSR000DYV
MAFK	NFE2U|P18	yes	MAFK	MAFK	MA0496	2	10616	CORE	H1-hESC	ENCSR000EBS
MAFK	NFE2U|P18	yes	MAFK	MAFK	MA0496	2	10616	CORE	HeLa-S3	ENCSR000ECK
MAFK	NFE2U|P18	yes	MAFK	MAFK	MA0496	2	10616	CORE	HepG2	ENCSR000EDZ
MAFK	NFE2U|P18	yes	MAFK	MAFK	MA0496	2	10616	CORE	HepG2	ENCSR000EEB
MAFK	NFE2U|P18	yes	MAFK	MAFK	MA0496	2	10616	CORE	IMR-90	ENCSR000EFH
MAFK	NFE2U|P18	yes	MAFK	MAFK	MA0496	2	10616	CORE	K562	ENCSR000EGX
MAFK	NFE2U|P18	yes	MAFK	MAFK	MA0496	2	10616	CORE	A549	ENCSR541WQI
MAFK	NFE2U|P18	yes	MAFK	MAFK	MA0496	2	10616	CORE	MCF-7	ENCSR555PBN
MAX	BHLHD4	yes	MAX	MAX	MA0058	3	11038	CORE	K562	ENCSR000BLP
MAX	BHLHD4	yes	MAX	MAX	MA0058	3	11038	CORE	HCT116	ENCSR000BSH
MAX	BHLHD4	yes	MAX	MAX	MA0058	3	11038	CORE	H1-hESC	ENCSR000BSJ
MAX	BHLHD4	yes	MAX	MAX	MA0058	3	11038	CORE	A549	ENCSR000BTJ
MAX	BHLHD4	yes	MAX	MAX	MA0058	3	11038	CORE	HepG2	ENCSR000BTM
MAX	BHLHD4	yes	MAX	MAX	MA0058	3	11038	CORE	Ishikawa	ENCSR000BTY
MAX	BHLHD4	yes	MAX	MAX	MA0058	3	11038	CORE	MCF-7	ENCSR000BUL
MAX	BHLHD4	yes	MAX	MAX	MA0058	3	11038	CORE	SK-N-SH	ENCSR000BVD
MAX	BHLHD4	yes	MAX	MAX	MA0058	3	11038	CORE	A549	ENCSR000DYG
MAX	BHLHD4	yes	MAX	MAX	MA0058	3	11038	CORE	GM12878	ENCSR000DZF
MAX	BHLHD4	yes	MAX	MAX	MA0058	3	11038	CORE	HeLa-S3	ENCSR000ECN
MAX	BHLHD4	yes	MAX	MAX	MA0058	3	11038	CORE	HepG2	ENCSR000EDS
MAX	BHLHD4	yes	MAX	MAX	MA0058	3	11038	CORE	endothelial	ENCSR000EEZ
MAX	BHLHD4	yes	MAX	MAX	MA0058	3	11038	CORE	K562	ENCSR000EFV
MAX	BHLHD4	yes	MAX	MAX	MA0058	3	11038	CORE	NB4	ENCSR000EHS
MAX	BHLHD4	yes	MAX	MAX	MA0058	3	11038	CORE	H1-hESC	ENCSR000EUP
MAX	BHLHD4	yes	MAX	MAX	MA0058	3	11038	CORE	HeLa-S3	ENCSR000EZF
MAX	BHLHD4	yes	MAX	MAX	MA0058	3	11038	CORE	K562	ENCSR000FAE
MEF2A	ADCAD1|RSRFC4|RSRFC9|MEF2	yes	MEF2A	MEF2A	MA0052	3	10976	CORE	GM12878	ENCSR000BKB
MEF2A	ADCAD1|RSRFC4|RSRFC9|MEF2	yes	MEF2A	MEF2A	MA0052	3	10976	CORE	K562	ENCSR000BNV
MEF2A	ADCAD1|RSRFC4|RSRFC9|MEF2	yes	MEF2A	MEF2A	MA0052	3	10976	CORE	SK-N-SH	ENCSR000BVC
MEF2C	C5DELQ14.3|DEL5Q14.3	yes	MEF2C	MEF2C	MA0497	1	10617	CORE	GM12878	ENCSR000BNG
MEIS2	HST18361|MRG1	yes	MEIS2	MEIS2	MA0774	1	10979	CORE	K562	ENCSR851BNE
MITF	CMM8|MI|WS2|WS2A|BHLHE32	yes	MITF	MITF	MA0620	2	10784	CORE	K562	ENCSR000FCB
MNT	MAD6|MXD6|ROX|BHLHD3	yes	MNT	MNT	MA0825	1	11039	CORE	MCF-7	ENCSR663ZZZ
MXI1	MAD2|MXD2|MXI|BHLHC11	yes	MXI1	MXI1	MA1108	1	TODO	CORE	GM12878	ENCSR000DZI
MXI1	MAD2|MXD2|MXI|BHLHC11	yes	MXI1	MXI1	MA1108	1	TODO	CORE	H1-hESC	ENCSR000EBR
MXI1	MAD2|MXD2|MXI|BHLHC11	yes	MXI1	MXI1	MA1108	1	TODO	CORE	HeLa-S3	ENCSR000ECU
MXI1	MAD2|MXD2|MXI|BHLHC11	yes	MXI1	MXI1	MA1108	1	TODO	CORE	HepG2	ENCSR000EDU
MXI1	MAD2|MXD2|MXI|BHLHC11	yes	MXI1	MXI1	MA1108	1	TODO	CORE	IMR-90	ENCSR000EFE
MXI1	MAD2|MXD2|MXI|BHLHC11	yes	MXI1	MXI1	MA1108	1	TODO	CORE	K562	ENCSR000EGZ
MXI1	MAD2|MXD2|MXI|BHLHC11	yes	MXI1	MXI1	MA1108	1	TODO	CORE	SK-N-SH	ENCSR000EIA
MXI1	MAD2|MXD2|MXI|BHLHC11	yes	MXI1	MXI1	MA1108	1	TODO	CORE	neural	ENCSR934NHU
